inventory_quantity,orders_per_hour,demand_rate,warehouse_load,processing_time,backlog,order_delay
143,41,1.3505566030683693,0.6103635604090406,5.361266667465097,50,57.616874921504035
364,73,0.4990072780157501,0.6988601181621475,0.7014921799194969,63,61.21896790857399
160,58,0.6398844538588313,0.4859905403184967,3.9863425829994976,7,42.835104061100125
49,37,1.9719902180835138,0.42099691282712925,5.483997511614627,45,56.35632286937372
198,83,2.7893327190058628,0.6025417361857703,5.871687017433363,69,74.55546735936558
322,73,0.43792777399191085,0.4354583798678669,4.075718296139238,37,56.66366589531411
91,84,1.7382003923833187,0.47491674058381145,5.7245762636230895,65,71.92883340665794
195,67,2.2024210069181387,0.5622006994166857,0.9161270444378701,24,46.047033379202276
69,38,2.3842595872333088,0.6045869497474845,2.4760309029793186,62,60.71532955950223
280,70,1.7084917629343361,0.987451209425471,0.5479308352970353,65,61.297333132116975
200,32,1.8877983524418522,0.3786580705295524,5.8965107470495015,43,47.43837445356946
145,28,2.0721398686589283,0.5903809319061177,5.464995633216845,49,51.95005128272495
106,43,2.4615189992642335,0.31960939159147117,0.6542890593651074,36,37.6204487091425
234,87,0.6934948892867647,0.4799993861663781,0.5997295775287128,22,46.035749244058294
274,53,2.622837271059672,0.7738485749651234,2.518332217585014,37,56.762499352549746
377,37,0.46244176852376806,0.33956971500845967,1.9219588173499598,67,47.90066486995647
186,44,2.4068794022986606,0.6650810460400345,5.158127524833762,1,44.42473219005165
81,29,0.5841770237432734,0.5333608188544058,1.3826642179952426,14,28.2721879223696
336,60,0.8671077078518135,0.2412636355235784,4.848572044854715,34,50.47599118078997
259,34,0.4093459513147183,0.9464601931827556,3.549528349948648,23,44.85175989640191
286,52,1.4686160932864976,0.530882512234309,2.575654742727433,43,49.60159102288733
56,36,1.2024621441217413,0.827141228600933,1.3014586895335831,25,31.98176616898899
138,32,0.7983829875688656,0.5330507909854403,5.9873021827781905,46,56.06862284709277
311,87,1.4826163859293753,0.9498882572630276,3.898923665068452,7,58.357724736510455
336,34,1.3656901196132412,0.432376267543118,2.9166022791239685,23,37.6233687015673
185,10,2.2423864784769796,0.5297845197501575,2.5412015610400243,48,39.54920501532196
325,37,2.5435127345680777,0.8070913922074292,5.481505268469704,32,53.215869995438915
339,50,1.9661614042409963,0.47493385222468554,5.016554945049186,49,58.204687178458606
167,13,0.6985849329436573,0.4914856570681435,4.961521836025231,44,38.64957688602857
361,30,1.1089379073036416,0.9958585387313788,3.8890916012931607,22,38.769126505680205
129,19,2.5919639123974716,0.6444916205522816,5.38376120482691,29,44.07369878276011
111,47,0.6129627832189339,0.7515043629361184,2.1460310466713874,67,56.64523434211603
279,66,1.3764540145379836,0.714769787322888,4.370383743398091,67,64.71961338095035
261,87,2.662011086160355,0.8623393177252578,2.724462583155409,2,53.12260062659242
73,38,2.6815956195267656,0.8894600795533945,3.7999934470783066,49,58.579814559997644
336,78,1.3868876249173416,0.6506049059762478,5.989841503369811,34,63.67803017122112
95,23,2.0017525314371136,0.4356448599731195,5.914886293714251,0,34.416951816057946
325,71,1.4961894360495975,0.21824019805997558,3.319404590570965,44,54.08383346246087
22,52,2.20830529464722,0.6915226008514561,3.6562489869065353,1,46.99106165239252
322,69,0.47579519366319645,0.8603750666124956,5.435269730255156,22,53.133698500682755
319,69,0.7459771574112604,0.5604318444093277,5.920996418826202,48,62.15057032653099
316,50,1.8740771285046383,0.33176491239269146,4.782342914443439,56,56.90511792060413
272,26,0.9581254298633526,0.43046565834851275,0.8585145187724689,28,30.027965007084635
199,49,1.9985255182459567,0.6079911436094917,2.2745185388912517,56,55.1765496322005
287,75,1.2429350259071161,0.8693449751821334,5.431092869561693,58,75.2929280650722
125,87,2.527949339506771,0.33740251685473654,4.725938782177643,31,67.14428577648258
316,83,2.3662225253439675,0.6897199005676113,4.582281890634349,12,61.27415538721455
231,20,1.5828107201650772,0.8026948911604364,4.173577767574776,46,44.61407381317977
194,55,2.2549482090276585,0.9488380162678587,2.7839511729781092,0,41.77623517207966
212,13,1.0507309269642169,0.29336295334308754,2.7178272618958594,62,38.13416500796249
236,61,1.5862234643484703,0.941113307331646,4.949128681749405,27,58.601433976951995
34,89,0.8739569244718676,0.6811740281395836,2.11579160470789,53,69.65742521061972
73,9,2.466126804450385,0.8133612699458288,4.266575299855354,51,47.62675162597825
113,60,2.375362279764196,0.24301976765484437,4.494146878831762,33,52.513748647281005
63,85,2.5651592041816027,0.6049185245124762,5.145057941488409,68,80.5988944792096
187,77,2.5059447549382226,0.698103739264635,2.2593707488885864,55,66.59519047756842
273,38,2.7030310289427875,0.44546707189827217,4.5803909676101116,61,57.68330434242646
268,13,0.9480069559166223,0.5453201664810021,1.0856944366827779,6,20.205837389536885
199,83,2.636378297908757,0.6434385082236784,1.259339509235476,33,54.568435297960704
344,83,1.7709116592447942,0.6420383518183839,2.7953482209537084,66,66.0194189560109
234,54,1.4139882014035652,0.23348922032547048,0.80374176995386,56,44.416147501197116
50,88,1.744897350322895,0.5515854132631139,5.712340768059361,31,70.23283116015341
310,5,1.2222456559606667,0.37105452383378473,5.460426957801483,4,28.17458241170916
238,57,1.092527216706285,0.93335606246828,0.7691353253921374,19,38.556583039671956
261,8,0.979154411146069,0.9812639920986672,5.110714470407533,40,40.62002027801155
234,84,0.5978271746971043,0.4397175170816553,3.298807957495139,44,60.38892136665019
230,62,1.59175575315325,0.340148317800847,4.360795886054524,64,59.02921099687535
54,82,2.5306280217133295,0.3756033207586745,5.37812143114003,6,60.417822626031814
232,52,1.9123647262585233,0.582201804282363,3.6733596789273424,27,47.56580031369237
322,12,1.6503415186138564,0.8996044792905427,1.139799051565462,19,26.178199757215065
135,7,1.4286230038021994,0.6000289719501117,0.5141823576762243,67,35.300237143732716
249,33,1.5145639031612608,0.24431364937223812,3.233068427382956,11,33.49625293775943
31,68,0.9022656341726822,0.2319084821705152,5.72077672668398,15,52.91591977099534
152,17,2.3750461052634333,0.3819127564982789,3.6494202938725775,20,32.58836120485587
185,77,0.8761191118756673,0.8742170220875431,2.5511652594852605,7,50.46496818110124
393,25,2.1198946161455514,0.6971844460281151,0.6700710939450234,45,35.861830376871616
101,47,2.223964027590766,0.6503662830290332,5.532386795030102,36,50.74782354192567
125,22,1.7796857008665623,0.4551756740661137,2.299361634719232,39,32.599396963695476
175,44,2.471023299891588,0.94354032403695,4.376275707233029,63,60.40349680205908
397,43,1.09852084588156,0.464942595969706,4.318304611613057,30,41.8790654265991
344,5,2.5158813309828716,0.8679555301223574,1.8963573875281134,21,28.40779713268888
33,53,2.15058510303833,0.9167228143807074,0.8507762855339893,26,52.80249494947168
108,71,2.3169995866282256,0.5866680105729094,2.6175020826951396,56,57.78453658331668
332,84,1.9949913028655542,0.9154314155845942,2.2442205761045995,36,60.75619068919429
42,33,2.4312232407759264,0.4214426299128377,4.351410193797792,11,47.27775105782872
345,79,2.783437270522326,0.7267467409466206,5.0088037261291145,48,70.81986890774851
126,79,1.4083908508591327,0.27037099881950905,1.7234497956542107,52,55.432573291958796
368,89,2.3533976409029687,0.5791473712739151,3.4052708837704326,17,58.1898390325816
131,36,2.1869914228432807,0.37386544172667835,0.7233459106348892,38,38.236211863365085
185,77,1.4868883977088432,0.2502106223444823,1.6784070261340405,39,56.108636797707724
271,53,2.6246775993580287,0.20298040646209659,4.689688829271457,12,43.7568411882578
67,9,1.3466222309742273,0.45980169315264674,4.863690762689899,0,26.72743560705515
231,27,1.7571181990629703,0.6716244756294103,4.770224548984918,50,45.80016034167507
211,62,0.6542616567783077,0.5641842781209259,1.2831335874354857,43,48.17881139609205
317,18,0.9418604657590389,0.44141543881559686,3.530691001076295,49,35.7798891464448
398,41,2.4176708092810255,0.9929600246210009,2.824896279438606,26,45.32475180252638
272,70,1.3517265347892335,0.9516200319837422,5.953174632372997,36,62.71310601263905
175,17,1.3458018145966197,0.3005226454699975,4.097384279820849,68,47.89565522790628
174,47,0.9903544436574886,0.5320859413347958,5.64361150267651,15,44.7934062882035
178,23,1.5798648023138906,0.7190775471948887,1.2994266775464067,45,38.84680830920161
329,50,2.3339607072414936,0.7867926380239494,2.97980300205126,9,39.348144197145004
142,25,2.548393882656975,0.4930977239275923,4.743841800582278,4,35.83681152975489
83,87,0.5682746369060413,0.7970254501882781,2.5232175041672145,67,66.32775366879741
147,11,1.779569754976277,0.29932001032854266,3.9787967288450568,9,26.000316219037906
28,86,1.521456082941603,0.4654501002061638,3.314361948055134,45,72.52885810682567
60,72,1.874276441131788,0.773146540604724,5.955611750698957,35,69.56490850902698
54,77,1.4734616485798457,0.7005462322083,1.4562989703602032,56,62.316589910036505
313,77,1.3567475700481961,0.869768171889324,5.644417824315703,38,74.53357442239326
294,20,1.5325137098307744,0.23748561813372407,2.708640245918132,48,34.70081632069409
284,84,1.7967979090153938,0.33951337425843886,3.0739613150751195,62,68.47804416030064
195,55,1.6023597064762645,0.23879566581757317,3.4073103602948844,58,50.09060038972607
292,86,1.533146682449551,0.35369137939936907,1.9595160218846892,50,59.155023913895675
81,79,2.3628047438993938,0.20342624850634802,5.800115934359361,11,53.98298711176987
362,54,2.1895551789708585,0.603368241343093,5.513179628791342,11,50.47596823326938
210,36,1.2193083860348628,0.6226515164546044,5.850978051162494,34,49.374663746580026
376,14,2.321385082036769,0.7263134251247958,5.983057647152377,46,47.320639381148936
77,13,2.4487616056108004,0.5079299577608347,4.183900523495346,46,45.72506940262067
208,38,0.7683812928980572,0.20256615254814722,2.9842702269315957,55,42.84782675869777
284,73,1.7984379081538209,0.7391129235261098,5.179036458229676,7,55.79436859974131
208,47,1.084748784638113,0.24343287019833007,0.6309268280998621,12,32.46043162996241
189,45,2.1740135726241343,0.8929363446541951,5.089222245924269,10,44.068185952854314
83,25,0.9730847904608397,0.2181231901663499,3.2350731331605367,37,34.952246717958865
164,52,2.0113684580152764,0.6243800986053061,4.202710148958798,44,55.08912185325917
110,59,1.0122991745383214,0.9159343059084166,2.557253337383792,8,45.4660970064208
134,88,1.6267450322318635,0.6579916606310241,2.5274273462674874,60,70.9927329538536
279,67,2.676751522998861,0.6867333972351439,0.6744443404598824,21,46.13179797222658
259,56,1.3151380922954428,0.7452886786699247,2.830841867359573,46,52.46812939660038
250,82,2.501772366311698,0.29792707818437364,2.745948074806315,52,59.97895053540987
157,41,2.768666994889347,0.7399416806484476,1.7363510602743921,2,36.3489427574412
384,84,2.4996420371323915,0.9042839056102523,1.860278004468721,60,67.29366994145202
53,36,0.7980784713360229,0.9793766662682533,3.712767692433814,67,57.53808148570523
150,15,2.367179726884391,0.5544415994866776,2.2477429339672668,67,43.36831317422556
64,40,0.477158548241347,0.4756038813420375,5.066385499595094,9,42.62655228245533
148,15,1.3439245208783388,0.8026476924770536,1.1126180877138656,27,28.423788359972477
385,15,2.489760095962873,0.6342994304762517,3.6770472061627397,16,31.865336124915903
159,79,2.0530053106238078,0.40584372356402443,1.3802459992650629,31,53.00500667291497
365,72,1.6785770256109074,0.3377263079757624,3.405323448063623,68,56.08110862934622
208,23,1.3308736601982893,0.33618424047419493,3.539002378226753,53,40.48144914380025
285,76,2.3495126715286863,0.5673416292849216,4.03263727589151,53,62.69484609888384
193,10,2.10294016947573,0.3360995244925201,2.8508372100009156,29,33.397376845786994
121,29,1.5241727670776162,0.21577515520918863,3.302110768210899,65,45.080544814187824
310,65,2.541962409303183,0.24167101997575202,1.4952393884471133,64,54.636044189489326
388,30,0.9518752427647177,0.9439076351623725,3.046584423549813,56,48.411495181598006
120,67,0.8089396219806997,0.2583690729281086,2.5516671400185977,57,52.95296521833839
315,79,1.9427290344005956,0.25854455246476765,4.163721075599254,45,60.34722325148591
119,10,2.7327864224842484,0.5609507564268259,2.8915194792306735,6,27.33867171423426
292,7,0.9934157759362487,0.39608022586802605,4.786379080391211,19,28.835676931275827
319,84,0.9992089094411836,0.9701550817379982,2.842956542155307,53,65.31924195647528
190,49,0.7347972351092558,0.9287886715982434,1.7967414513567728,22,39.49379817589539
300,48,2.465352532656717,0.5237945989370136,2.005287954272215,12,36.17864918412591
123,44,0.9433540969872019,0.5589852155330074,0.7490687380040011,66,47.35367579559323
50,41,1.6076284641397307,0.5000909224604562,3.4695534583050054,34,48.45488899659247
56,63,2.778093947205291,0.2302928933145026,5.06984486145177,60,62.55227924231234
189,54,0.4291381622129046,0.43427747140376693,4.730114387496636,19,47.40894670610896
362,18,1.7355666172259059,0.2981387756895873,2.9078420648615926,25,33.13792376608397
68,58,1.62949370249187,0.2818962640120982,1.5786619532948172,24,45.652584637521805
193,61,2.3378737033843713,0.6486892583491103,5.24916443813599,26,57.22466516925078
287,14,1.2526756949266646,0.2790118861708498,0.8122956872478762,30,26.5498617521624
96,37,1.3848192613576997,0.2823450590362109,2.6957249886137173,20,40.88448475523175
294,72,0.8030511534372728,0.5844109718554789,5.211383283111731,56,64.56763954254475
136,57,2.177956555925888,0.553825892098111,2.6624717807230804,22,43.779792583084344
327,16,2.283301382051556,0.31010782810589554,1.1483150891632796,30,24.781497041447455
240,8,0.7279919698691926,0.2035592198470904,1.9627222519018788,60,36.93662936980031
227,54,1.3442969775719722,0.3543795534142751,3.800161929586216,30,51.65433373436307
87,44,2.542971988870439,0.3887138033456326,1.3361974923201398,0,30.090411284369438
196,86,0.4064974568218892,0.8401987548870942,4.102144297632957,0,51.4104435512057
345,49,1.1170217694943174,0.932350680421772,2.9098906215958515,30,46.95036892883653
27,84,1.7321014841261144,0.5247555179903758,2.33914225451287,45,67.86670239099234
308,23,1.201825263183888,0.5240213812007823,1.8250901428774013,65,39.21193707493038
207,43,1.0529084540264066,0.7699850270078934,5.028314922211902,9,38.664346440122195
293,16,1.50408996376771,0.7015376125637511,2.6817067110487085,37,41.753484610600935
272,53,0.835655459463265,0.3473121493547273,4.561635960834252,20,45.791356215934876
184,21,1.6711005783027613,0.28615129783668913,2.9219535595056145,31,34.91118423611727
137,46,2.096070211151742,0.5500895125240406,1.0052695278772867,30,39.949096043220706
258,34,1.7807078863084054,0.6518626905302104,2.922782863419932,21,39.99752653270681
73,20,0.6234623940604742,0.31096608252704744,3.292282788546702,1,22.110636273803046
241,13,2.4265806739973756,0.4346187947267557,3.0181320642135727,5,24.45513371175606
55,48,0.8199468099699716,0.4447543971444599,4.989329414615499,36,52.57253488151912
266,85,2.2355488014667086,0.4090385608193312,5.509682419736661,15,54.54779442669545
258,21,1.265356265862041,0.5686090130334329,4.827282713660686,22,36.932730638951995
52,39,2.2786272353346453,0.7224508674557908,3.7053004621602783,6,41.80520162654126
307,24,0.8950549681728298,0.6075119068927939,3.477974783051899,3,28.953161529053684
178,73,0.8479890488690316,0.3611652497978754,4.045388165680125,8,46.122050805894055
319,40,1.5928620309219572,0.2823512376379198,2.08306663041656,26,34.265073936937
35,87,0.4790464352760652,0.8574963703189604,4.9651576538177675,11,58.4388172400752
88,25,0.9407136130776002,0.5834437461742286,5.212664976820135,16,38.996086405989494
207,11,2.137629405242436,0.24971134730710176,1.969694397500068,21,24.874205408306317
91,54,2.409720347933021,0.40649719971964643,5.465500144770427,20,48.05826931940081
145,60,0.593884873450745,0.843227022707324,5.168029981954171,0,47.31283095219345
271,89,2.5169865026514504,0.80138105981884,2.8346772211538065,8,56.08163227843549
74,79,2.3140412897276295,0.9006533063179023,5.4995011115101,66,77.10702032483186
277,80,2.487242309696717,0.6816702608013536,1.1624144659632947,46,53.66503232215521
59,58,2.0762285309892157,0.5383247474864441,0.653926075648952,8,41.654705679307476
86,35,2.0179673615055154,0.5413079980435606,2.4132675407672988,19,34.594000485725616
243,41,1.660223760027673,0.355200035594355,3.6098963435503975,26,41.820519566580934
321,16,1.966689338779156,0.7206391692143055,2.432934379930764,63,41.967138589369256
84,41,2.605863194959852,0.6680550048742833,5.6813725351924775,61,60.990636336470374
133,35,0.6412528034001002,0.32389152914306873,1.900906259803298,53,43.630329922719284
371,8,1.157834746830619,0.9085303360363,2.046673664759734,7,26.012340064511434
396,22,0.5738919366300924,0.49477456264847763,3.991551868996703,34,40.262568806661655
240,50,2.6675324126656923,0.2397910124168548,0.5212513528793952,33,40.70887406709393
189,36,1.4686371183985312,0.4623047366238271,4.501563787950296,44,48.73740550514758
151,89,2.0208267296228524,0.8958853717692608,2.5760821570123644,59,65.90987166532533
252,45,2.418688154810371,0.9335652686894276,5.877613272038128,22,53.09916415794773
244,86,2.778400595383572,0.5923187338077068,4.302796761663617,38,65.97054988359346
132,61,0.7882778987014378,0.9650719520587343,0.7871822529528869,18,46.039129493423985
28,8,2.318830253723749,0.900193447369581,1.009452948080855,14,29.123597809779007
77,22,2.5298149555281673,0.8601845736793803,0.9849245880828721,21,34.94969603907292
384,64,0.5173009044421015,0.8877680517457649,5.739422429405691,51,65.0701194990609
178,51,2.209817344445376,0.5055003297350589,4.262283476696732,30,53.074320615193315
203,30,1.2513407708717208,0.8051751526044348,2.8518330400891463,47,44.55162457916433
197,49,1.956632299529037,0.6618712024609195,1.6026547943401708,48,50.81394771765338
317,81,1.6337156704932756,0.7757472013922453,5.305018605396918,25,58.884923096870466
44,38,1.0233814050079286,0.3422288860646197,1.6085576021923724,66,44.87737748368461
51,8,0.7245312688095665,0.7851151294199537,4.386735690616996,3,24.816113248907996
124,31,0.6806733594140999,0.9660739473553375,4.698283988499403,62,56.3575130085476
204,84,0.6479748585003801,0.44213065790514366,2.120608488704746,0,46.310153903728114
275,69,1.9306960963229867,0.9889290591645017,3.2770310544385324,26,58.74579654712417
206,76,1.2433860433588915,0.5027008118442968,1.7264410527511664,57,56.69374982133496
187,82,0.9199202516940939,0.3597787976168263,2.5841131160052395,47,56.625389878968825
376,14,2.060524222494167,0.28982898384019073,5.808239190540048,22,36.45046883282547
81,29,2.0484389578395206,0.8279695306305423,4.312259190599367,61,58.48482736833831
237,10,1.6940039016567945,0.6438603203012547,5.1563781340478325,9,36.66753539971761
226,5,2.643898760478042,0.4457050349296231,3.4732976430670752,46,38.845275898033364
199,75,1.324994155459411,0.6867602958350063,1.8147185818324587,36,54.916797761014394
326,84,2.406071131046303,0.4656809502728038,4.4208392116695645,14,60.99977088662641
121,18,0.5803345790372711,0.5586862058627671,3.2531237843481153,64,42.506638310097
382,66,2.1755946256924106,0.8901313006024729,1.4726687745888227,53,57.12650449163368
145,50,2.7722737931966317,0.7345331814873319,2.7683643929001565,0,40.33198055111212
227,10,2.4318357190907602,0.8099214717637733,3.991621204589683,6,28.973903892280706
217,82,1.7911953263441425,0.666794841175661,4.5443252117523105,3,54.35519735586432
342,79,1.9042385543851856,0.9931184391084968,1.8377143773969344,29,54.43990196434805
186,53,1.2478949186486723,0.39312805303271414,5.317985366421321,29,53.115282267647935
128,65,2.0307645238194496,0.4098329285750518,2.587531088910729,50,56.71700223562232
28,38,2.248948919635185,0.27404715099066634,1.9912519484101163,47,50.70954470365886
158,72,2.795748354682849,0.6432156016565684,1.5731603049954863,1,40.8393734077132
333,42,1.581911000801039,0.6906873891266943,4.9229423392163545,33,54.719880824364836
23,89,0.5471297578562615,0.780769258319056,2.4479051623133437,54,65.69994663115301
360,10,1.8300590817543645,0.46835674075940886,3.1586946533836406,62,38.036105089363915
226,19,0.6856579599572046,0.20980544149202177,1.725509029601316,20,23.029249287450718
73,87,0.9874361045346641,0.7057836296706561,4.273500891429123,3,59.639599798860445
134,29,1.1890717871337695,0.9989563940163062,4.795683741538323,10,41.13460166289662
230,31,2.1544716955561856,0.435639483031994,2.3668388692433786,23,35.178508704577595
139,72,0.8411394973084013,0.3471475619752158,5.697936619542711,31,55.60807833418833
61,21,0.7978070724216462,0.42541356626108257,0.6683583525812985,24,24.69312604837966
273,48,0.507914181997186,0.5403323798216377,1.2311870680072219,6,34.896606735329435
275,29,2.495775847249314,0.40073034316205175,3.7383286735826995,23,40.83102427850455
65,21,2.0644130184545455,0.47756802029402395,4.357737741266089,20,42.10074190161348
126,86,0.4958715174823036,0.7105653908634901,1.8787564422998244,34,57.24131097701019
112,21,0.467901533531475,0.4760223894740918,3.5473910329024165,5,20.90163450675364
270,13,1.7408183115401346,0.5168471558269238,2.2511243587354697,55,34.99302735043614
297,62,1.0780825630881066,0.23202501023941116,3.5474908509187464,29,48.76366659250722
296,78,1.8321432410366292,0.9343540012982958,4.1263022277033885,22,59.09132985106987
376,15,1.443050021634317,0.525508767931883,5.850444294629816,63,48.183320385616994
312,65,2.6159501495446107,0.46251481282783546,3.0063327301165104,52,55.707851091284354
141,50,1.090741635907283,0.26918735699630764,4.065188221492593,9,41.803371951369556
60,75,2.0299488842533444,0.707346572316147,3.6792158635596253,10,56.4548751087781
253,15,0.529730347884638,0.8910599602110041,2.246551916381651,0,25.646882136210316
368,87,2.6940652820534208,0.23292256004192025,1.8918527243374619,39,56.344785456933494
390,57,2.753817922980045,0.3162179738928284,5.9332889695959805,24,54.5886668606926
107,76,2.1737791096393897,0.3171118631089659,1.6376879893583343,26,46.23806089168174
109,35,1.5165099317525756,0.6818198842782344,4.846513968908303,35,47.36690186367491
34,85,0.9279842543854272,0.9369844021746951,1.3062306506141856,37,55.650491756431364
73,58,2.3500392165951154,0.5502146936524077,4.923931981486879,0,44.216435091797486
230,15,2.1672498331528534,0.47504515855508056,1.5215064364425142,7,23.146920027869577
227,83,0.9326896949462777,0.8126725484773532,5.819361542088918,55,78.52275733387043
160,72,1.4829167059774377,0.7940552494045212,4.272932111159845,66,64.27919228503526
137,30,1.5107174507602843,0.3974049114217677,0.9956503402170589,58,37.21740752764653
335,51,2.3833853199345016,0.3286610898463088,4.3124741570245595,63,58.89683522386915
194,37,2.0412272424017837,0.4862480259322851,3.8199141952985354,32,48.69066001003048
327,51,1.9436021044961325,0.8204827137813051,2.356504356816772,57,55.67927898974624
386,87,1.9595858141518683,0.7560507119319826,1.9340479876619305,61,69.07416011681043
140,81,1.0491281905179495,0.7326829650849642,4.453184299614836,62,69.1151873185004
97,23,1.2921070235908816,0.8635428481305631,4.577487551224262,10,35.86307175728558
382,87,0.5095894850480948,0.421704249873115,2.299632169238951,10,48.706288500274816
261,42,2.288658725949097,0.4717469803756081,5.31924910961727,28,47.32183433737897
130,64,1.439195716407553,0.2338715604873408,1.978549703886702,35,48.535508160187106
256,69,1.4517720570101766,0.8949966206428268,0.8842543428614607,67,56.32561708787203
215,46,0.9888550358407041,0.6659437879377426,3.7992731465516822,22,46.42361170978037
364,43,0.9026254755026294,0.4384978335069547,1.0888881505738888,58,44.46246034790545
117,43,1.81077263096567,0.25553322515949245,2.0216523534656687,62,47.358751861755906
